o,h,l,c,volume
1.0972,1.09764,1.09533,1.0953600000000001,11771
1.09538,1.0994700000000002,1.09427,1.0971,19669
1.09712,1.10274,1.09679,1.10144,17588
1.10142,1.1018299999999999,1.09676,1.09711,9853
1.09709,1.10097,1.09649,1.1002399999999999,9164
1.10022,1.10214,1.09959,1.10198,8756
1.102,1.10322,1.1003,1.1032,6659
1.1031799999999998,1.10372,1.10168,1.1033600000000001,2531
1.1033600000000001,1.1038700000000001,1.1029799999999998,1.1030200000000001,108
1.10306,1.10368,1.10228,1.1023,852
1.10232,1.10376,1.1023,1.1026200000000002,1244
1.10264,1.10364,1.1022399999999999,1.10315,2993
1.10317,1.10332,1.10093,1.10156,3039
1.10154,1.10286,1.1006,1.10248,2778
1.10246,1.10312,1.10162,1.10196,2104
1.10194,1.1029200000000001,1.10154,1.10166,1517
1.10164,1.10334,1.10156,1.10245,2865
1.10246,1.1026799999999999,1.09815,1.0983100000000001,7452
1.0983,1.09922,1.09584,1.09598,10023
1.09597,1.0968,1.09312,1.0957,9748
1.09572,1.0959299999999998,1.09168,1.09336,8573
1.09334,1.09465,1.0930799999999998,1.0943,5790
1.09428,1.09491,1.09271,1.0941,6762
1.09408,1.09426,1.09208,1.0929799999999998,9279
1.093,1.0933700000000002,1.09205,1.09302,9502
1.093,1.09419,1.09185,1.09212,11906
1.0921299999999998,1.0942399999999999,1.09168,1.0933,8220
1.09331,1.09379,1.09222,1.09254,4688
1.0925200000000002,1.09256,1.09027,1.092,6335
1.09198,1.0940299999999998,1.0919,1.09296,4867
1.09294,1.0958,1.09286,1.09479,5759
1.0947799999999999,1.09699,1.09466,1.0963200000000002,3121
1.0963200000000002,1.0968200000000001,1.09429,1.09464,348
1.0946799999999999,1.09596,1.09464,1.09562,758
1.09564,1.09564,1.0946,1.0951600000000001,1200
1.09517,1.0953,1.0939,1.09429,1972
1.09428,1.0959,1.09407,1.09407,2046
1.09408,1.09454,1.09328,1.09344,1411
1.09343,1.09401,1.09304,1.0939,1162
1.09389,1.09453,1.0934700000000002,1.09441,808
1.0944200000000002,1.09504,1.0941,1.0946200000000001,1654
1.09464,1.09648,1.09341,1.09366,5077
1.09364,1.0953,1.0931899999999999,1.09324,6411
1.09325,1.09348,1.09148,1.0919,7452
1.09192,1.09399,1.0914700000000002,1.0935,6317
1.09349,1.0937700000000001,1.09144,1.092,6408
1.09202,1.09293,1.0908200000000001,1.09136,6964
1.09135,1.09153,1.08751,1.08796,12374
1.08794,1.08825,1.08405,1.08518,12375
1.08517,1.09004,1.08439,1.08625,18858
1.08623,1.0881399999999999,1.08444,1.08617,11917
1.08618,1.08738,1.08371,1.08416,8776
1.08418,1.08486,1.08257,1.0826200000000001,6399
1.08264,1.0851600000000001,1.08208,1.0851600000000001,5335
1.08515,1.0858,1.08416,1.0849600000000001,5348
1.0849799999999998,1.0866799999999999,1.0845200000000002,1.08576,1979
1.0858,1.08648,1.0854700000000002,1.08562,110
1.08558,1.0859,1.08501,1.08501,505
1.08503,1.08512,1.0842200000000002,1.08461,1091
1.08459,1.08459,1.08332,1.08426,2078
1.0842399999999999,1.08554,1.08396,1.08536,1532
1.08534,1.08552,1.0848200000000001,1.08544,1318
1.08542,1.08544,1.08396,1.08456,1328
1.08455,1.08486,1.08368,1.08439,1424
1.08438,1.08513,1.08386,1.08475,1433
1.08473,1.08473,1.08238,1.08277,4572
1.0827799999999999,1.08312,1.07876,1.07904,8744
1.07905,1.08066,1.0787200000000001,1.07984,7496
1.07986,1.08143,1.0786799999999999,1.08132,7348
1.08134,1.0816,1.08002,1.08012,5383
1.08012,1.0804,1.07844,1.0789,6315
1.07892,1.08064,1.07754,1.07764,12676
1.07766,1.07982,1.07754,1.0789,9584
1.0788799999999998,1.0806,1.0772899999999999,1.0797700000000001,8918
1.07976,1.0809600000000001,1.07815,1.07978,7470
1.0798,1.07982,1.07784,1.0787200000000001,6438
1.07874,1.0801,1.0782399999999999,1.07984,4458
1.07985,1.08162,1.0796299999999999,1.08107,3837
1.0810600000000001,1.08283,1.08083,1.08094,3865
1.0809600000000001,1.08181,1.08028,1.08056,1713
1.08124,1.08202,1.08102,1.08132,254
1.0811600000000001,1.0822200000000002,1.08031,1.0818,1874
1.08182,1.08192,1.0804200000000002,1.08056,2143
1.08054,1.08236,1.0799,1.08146,3804
1.08144,1.0821399999999999,1.08132,1.0817299999999999,2050
1.08174,1.08186,1.0805799999999999,1.0812,1420
1.08122,1.08219,1.0810899999999999,1.08148,1352
1.0815,1.0823399999999999,1.08104,1.08148,1450
1.0815,1.08355,1.08122,1.08264,2776
1.0826200000000001,1.0826200000000001,1.0808799999999998,1.08099,4691
1.081,1.0831,1.0807,1.0817700000000001,6538
1.08176,1.0817700000000001,1.0783200000000002,1.0793,6732
1.07932,1.0812899999999999,1.079,1.0812,5397
1.08121,1.08182,1.07996,1.08006,4371
1.08007,1.08136,1.07886,1.07995,5480
1.0799299999999998,1.08063,1.07795,1.07921,7122
1.0791899999999999,1.08026,1.07684,1.0802399999999999,7590
1.08023,1.08093,1.07778,1.07854,9218
1.0785200000000001,1.08179,1.07828,1.0807,6381
1.0806799999999999,1.08084,1.07938,1.0802,5217
1.0802200000000002,1.0806,1.0788200000000001,1.07997,3616
1.07996,1.0803,1.0795700000000001,1.07962,3050
1.07964,1.07989,1.07828,1.0798,5651
1.07982,1.07998,1.07902,1.0793,1273
1.0793,1.07976,1.07926,1.0794,63
1.07946,1.0796,1.07838,1.0785,1273
1.0785200000000001,1.0802200000000002,1.07846,1.07989,1183
1.0799,1.0802100000000001,1.0790600000000001,1.0794,2139
1.07941,1.08095,1.07911,1.08066,1847
1.08064,1.08099,1.0804200000000002,1.0808,1604
1.0808200000000001,1.08187,1.0807,1.08148,1458
1.08146,1.08302,1.08115,1.0826200000000001,2120
1.08264,1.08407,1.08209,1.08292,2830
1.08292,1.0862100000000001,1.0823200000000002,1.08591,6923
1.08592,1.08786,1.08542,1.08778,9082
1.0877700000000001,1.08781,1.0851899999999999,1.0868200000000001,5967
1.08681,1.0879,1.08575,1.08742,6331
1.08742,1.0893,1.08732,1.0878,6482
1.08778,1.08823,1.08604,1.0877700000000001,6362
1.08776,1.09174,1.0874,1.09051,8941
1.0905200000000002,1.09172,1.08981,1.09152,8876
1.09148,1.09264,1.0881,1.0884,10504
1.08838,1.08979,1.08764,1.0886,7940
1.0886,1.091,1.0883,1.0896299999999999,5858
1.08964,1.09048,1.08892,1.09036,4063
1.0903399999999999,1.0909799999999998,1.0901399999999999,1.09027,4500
1.09026,1.091,1.0901399999999999,1.09048,3181
1.09046,1.09047,1.08892,1.08918,1179
1.08918,1.08975,1.08905,1.0892,266
1.08923,1.08964,1.08912,1.08922,875
1.08924,1.0902100000000001,1.08914,1.08936,1234
1.08934,1.0897,1.08671,1.0867799999999999,3483
1.0868,1.08792,1.08676,1.08712,2206
1.0871,1.08762,1.08644,1.08646,1712
1.08648,1.08676,1.08588,1.08598,1502
1.086,1.08714,1.08598,1.08676,1539
1.08674,1.0888,1.08648,1.08817,2323
1.08816,1.08828,1.08301,1.08572,9542
1.08574,1.08656,1.08453,1.08608,8130
1.08606,1.08625,1.0845799999999999,1.0853,5105
1.08532,1.0874,1.08531,1.08635,5706
1.08636,1.08795,1.08608,1.0871600000000001,4358
1.08715,1.08768,1.08572,1.08685,5716
1.08684,1.08848,1.08666,1.08728,5806
1.0872700000000002,1.08884,1.08695,1.08805,6925
1.08806,1.0886799999999999,1.08532,1.0863399999999999,8162
1.08636,1.0883200000000002,1.08592,1.0864,7977
1.08639,1.08661,1.0851,1.08638,5514
1.08636,1.0867,1.08606,1.08656,2979
1.0865799999999999,1.0872899999999999,1.0861,1.0862,3434
1.08622,1.0866799999999999,1.0851899999999999,1.08532,2754
1.08532,1.08574,1.08503,1.0857,857
1.0857,1.0862,1.0855,1.08568,81
1.08574,1.0861100000000001,1.08542,1.08591,567
1.08592,1.0862,1.08574,1.08602,688
1.086,1.08804,1.08582,1.08718,2176
1.0871600000000001,1.0877299999999999,1.08561,1.08591,2769
1.08592,1.08622,1.08536,1.08618,1820
1.08617,1.0869799999999998,1.08568,1.08666,1523
1.0866799999999999,1.08712,1.08625,1.0865200000000002,1261
1.08653,1.08666,1.0855,1.08556,1410
1.08556,1.08607,1.0841,1.086,5749
1.08602,1.08822,1.0858,1.0875700000000001,6753
1.08759,1.08786,1.08676,1.08692,5212
1.08694,1.0887799999999999,1.08661,1.08865,4756
1.08864,1.08895,1.08556,1.086,5729
1.0860100000000001,1.08649,1.0849799999999998,1.08582,5315
1.0858,1.09102,1.08578,1.09041,9016
1.0904200000000002,1.09422,1.0895,1.09312,13512
1.09314,1.09456,1.0915,1.0937,11160
1.09369,1.09454,1.09255,1.09303,8724
1.09304,1.0939,1.09229,1.0936,5215
1.09361,1.0951899999999999,1.0930600000000001,1.09448,5642
1.0945,1.09465,1.09202,1.09222,6671
1.09222,1.09369,1.09207,1.09361,4513
1.0936,1.09397,1.09236,1.09293,1744
1.09296,1.09331,1.0922100000000001,1.09287,201
1.0928200000000001,1.09303,1.09241,1.09289,373
1.09294,1.0936,1.0921,1.09233,1223
1.09229,1.09266,1.09198,1.09222,589
1.0922399999999999,1.09286,1.09206,1.09286,307
1.0928200000000001,1.09364,1.09261,1.09349,765
1.09341,1.09446,1.0932600000000001,1.09428,886
1.0942399999999999,1.09428,1.09376,1.09392,1581
1.09386,1.09428,1.09287,1.09412,1684
1.09406,1.09497,1.09392,1.09476,398
1.0947799999999999,1.09523,1.09348,1.09375,813
1.09378,1.09473,1.09374,1.09426,1064
1.09428,1.0948,1.09419,1.09446,571
1.09453,1.09466,1.094,1.09415,391
1.09412,1.09422,1.09362,1.09368,803
1.0937,1.0945,1.0937,1.09436,899
1.0943,1.0949799999999998,1.09417,1.0946,863
1.09454,1.0951600000000001,1.0945,1.09514,337
1.09513,1.0951799999999998,1.09441,1.09487,641
1.0948200000000001,1.0953,1.0947,1.0949200000000001,263
1.0948799999999999,1.09489,1.09332,1.09332,551
1.09336,1.09376,1.09331,1.0935,115
1.09354,1.09395,1.09333,1.09372,139
1.09369,1.09408,1.09315,1.0935700000000002,131
1.0949,1.0949200000000001,1.09359,1.09418,116
1.09422,1.09422,1.0932600000000001,1.09368,1018
1.0936700000000001,1.0937,1.09304,1.0931600000000001,1441
1.09315,1.09382,1.09284,1.093,2191
1.09302,1.09423,1.09274,1.09315,2150
1.09314,1.09314,1.0925,1.0929200000000001,1261
1.0929,1.09353,1.0925799999999999,1.09336,916
1.0933700000000002,1.09388,1.0933700000000002,1.09368,709
1.09366,1.09405,1.09333,1.0933700000000002,666
1.0933700000000002,1.09664,1.0933700000000002,1.09622,3752
1.0962100000000001,1.09679,1.0944200000000002,1.0946799999999999,3572
1.09466,1.0947,1.09274,1.09314,3372
1.09312,1.0939,1.09304,1.09384,1332
1.09386,1.09388,1.09033,1.09143,3728
1.0914,1.09313,1.09094,1.09302,2443
1.09304,1.0931799999999998,1.09171,1.09226,4253
1.09228,1.0923200000000002,1.09051,1.0910799999999998,5462
1.0910600000000001,1.09182,1.08966,1.0900299999999998,4969
1.09002,1.09084,1.0892600000000001,1.09056,4120
1.09054,1.09188,1.09041,1.0917,2862
1.09168,1.0924200000000002,1.0905799999999999,1.0920100000000001,3168
1.09199,1.09238,1.09168,1.09222,2349
1.09223,1.09241,1.0912600000000001,1.09172,2002
1.0917299999999999,1.09175,1.0907,1.09111,911
1.09101,1.09132,1.0906,1.09066,385
1.0907,1.09161,1.09066,1.0915,529
1.09152,1.0926200000000001,1.09148,1.09199,697
1.09198,1.0927799999999999,1.0916700000000001,1.09233,1835
1.0923200000000002,1.09388,1.0917,1.09372,2279
1.0937299999999999,1.0948,1.09366,1.0947200000000001,2355
1.09471,1.0948799999999999,1.09428,1.0947,1169
1.09471,1.09489,1.09414,1.09438,953
1.0944,1.09474,1.09375,1.0939,1463
1.0939,1.0943,1.09243,1.0928799999999999,4817
1.09287,1.0937700000000001,1.09247,1.09317,5359
1.0931799999999998,1.0932899999999999,1.09151,1.0923,4614
1.09228,1.09576,1.0920100000000001,1.09463,5368
1.0946200000000001,1.0950799999999998,1.09376,1.09436,4412
1.09438,1.09659,1.0941299999999998,1.09638,4876
1.0964,1.09761,1.09565,1.0971,8036
1.09712,1.09712,1.09551,1.09606,7673
1.09604,1.0984200000000002,1.09602,1.09697,8885
1.0969799999999998,1.09704,1.09548,1.09702,6400
1.09703,1.09734,1.09615,1.0965,4271
1.09648,1.0984,1.09641,1.09836,3842
1.09835,1.09847,1.0970600000000001,1.0981,4537
1.09808,1.0987200000000001,1.0978700000000001,1.09858,3206
1.0986,1.09866,1.09796,1.0981,1756
1.09806,1.09911,1.0979,1.09822,325
1.09826,1.09895,1.09817,1.09836,509
1.09839,1.0988200000000001,1.09832,1.09832,485
1.0983,1.09873,1.09806,1.0986,939
1.0986200000000002,1.09869,1.09807,1.09866,1002
1.0986799999999999,1.09873,1.09802,1.09814,770
1.09812,1.0982100000000001,1.09743,1.09776,585
1.09778,1.09791,1.09734,1.09754,508
1.09753,1.0976299999999999,1.0963,1.09636,906
1.0963399999999999,1.09686,1.0957,1.09584,3928
1.09586,1.0967799999999999,1.0928799999999999,1.0929799999999998,7037
1.093,1.09396,1.09206,1.09324,6169
1.09323,1.0939,1.0926200000000001,1.09343,5009
1.09345,1.09362,1.0903200000000002,1.0907799999999999,5622
1.0908,1.09194,1.0904,1.09138,4625
